,caption,name,overall_rating,category,opening_hours
1033,"Nearest subway: Outram Park Station, Exit H (No. 4), then walk 5 minutes to destination.  This is one of my favourite handmade pasta restaurants in Singapore and it is refreshing to be back after the pandemic. Their food remain consistent in taste and presentation, along with their customer service.  It is a medium sized restaurant in a shophouse-liked environment with comfortable seating areas like the bar counter with handles for your bags. Washrooms were clean as well.  Visit: Birthday dinner for 2 pax (small eaters) Environment: 4/5 Bathrooms: 4/5 Service: 4/5, service associates were attentive, approachable and polite. Food: 4/5, and husband rated 8.5/10. Human suitability: Family with adult children, couples, and friends.  Thank you for the take-home pasta birthday gift. It was a sweet and sincere gesture for your patrons.  Worth a visit: 100% What about a return visit: Heaven YES",Pasta Bar,4.2,Italian restaurant,"Wednesday, 6 to 11 pm; Thursday, 12 to 3 pm, 6 to 11 pm; Friday, 12 to 3 pm, 6 to 11 pm; Saturday, 12 to 3 pm, 6 to 11 pm; Sunday, 12 to 3 pm, 6 to 11 pm; Monday, 6 to 11 pm; Tuesday, 6 to 11 pm. Hide open hours for the week"
1034,"This date night favourite may not have a distinctive name but Pasta Bar sure delivers. Their $30+ pastas pack so much flavour in their delicate portions that the 2 of us didn't regret splurging on 3 pastas during our exclusive night out here.  Crab parpadelle ($36) 🦀 5/5  This was the star of the night, and could be found on everyone's bar counter. The pasta looks strikingly jaundiced but don't be put off! Its colour probably has something to do with its deeply umami flavour. This was so unique we should have ordered 3 of these.  Tagiatelle ($34) 🍝 4/5  We thought we should get a pasta with a little meat so we ordered this tagiatelle full of tender, thick clumps of pulled beef. Definitely a delight for the senses but it couldn't beat the crab.  Ciriole carbonara ($34) 🥓 4/5  We were greedy for a third so we tried the ever-safe choice of carbonara. The ciriole sure was thick and chewy and definitely lent a unique house-made dimension to this dish. The carbonara was done the authentic dry style which was satisfying with the cheese at first but got a teeny bit clumpy in the end.  Water ($3 each) 💦  At least they charge you the same for sparkling and non-sparkling! There's also free bread at least.",Pasta Bar,4.2,Italian restaurant,"Wednesday, 6 to 11 pm; Thursday, 12 to 3 pm, 6 to 11 pm; Friday, 12 to 3 pm, 6 to 11 pm; Saturday, 12 to 3 pm, 6 to 11 pm; Sunday, 12 to 3 pm, 6 to 11 pm; Monday, 6 to 11 pm; Tuesday, 6 to 11 pm. Hide open hours for the week"
1035,"It’s hard to get a booking for this place so remember to book in advance. The burrata salad was on point, a must order. We ordered Lumache, a lamb Ragu and it was good. Lobster ravioli was okay but not that memorable. The pasta are cooked al dente to our liking.  Sparking water comes with choice of 4 different garnishes. We had all 4 desserts on the menu. I personally like the salted caramel tart the most. Price wise it’s on the steeper side.  But I have to comment the staff. Great service from all of them. Besides that, all of them were professional and knew the menu well. You could tell they were sincere as well, hence the 5 stars. Well done to the team.",Pasta Bar,4.2,Italian restaurant,"Wednesday, 6 to 11 pm; Thursday, 12 to 3 pm, 6 to 11 pm; Friday, 12 to 3 pm, 6 to 11 pm; Saturday, 12 to 3 pm, 6 to 11 pm; Sunday, 12 to 3 pm, 6 to 11 pm; Monday, 6 to 11 pm; Tuesday, 6 to 11 pm. Hide open hours for the week"
1036,"Pasta Bar is a popular restaurant that specializes in serving freshly made pasta dishes. The restaurant's ambiance is modern and relaxed, making it a great spot for a meal with friends or family.  The quality of the pasta dishes is amazing, noting that the pasta is cooked al dente and the sauces are flavorful and well-balanced. In addition to their pasta dishes, the restaurant also offers a variety of appetizers and desserts.  For our visit, we ordered Wagyu beef carpaccio for the antipasti. Thinly sliced wagyu beef topped with sea urchin mayo, yuzu gel, pickled cucumber, seaweed dressing, and caviar. With the combination of all these ingredients in a single bite, it tastes complex, layered flavor profile with a variety of textures. It is so amazing! The wagyu beef carpaccio is priced at $36.  For the pasta, we ordered the Truffle Fettuccini. Freshly cooked al dente fettuccini topped with parmigiano and generous amount of fresh shaved winter black truffle! Hands down, it is one of the best truffle fettuccini you could get in Singapore. The truffle fettuccini is priced at $46  We wanted to order Sea Urchin Tagliolini. However, they don't have it on that day. Hence, we ordered the Lobster Ravioli. The lobster ravioli has a very nice texture, the taste is rich with the lobster flavor. The lobster ravioli is priced at $36  Overall, it is a really great experience. Pasta Bar is a great spot for those looking for delicious fresh pasta in Singapore!  Follow me on Instagram @itsandresnaps",Pasta Bar,4.2,Italian restaurant,"Wednesday, 6 to 11 pm; Thursday, 12 to 3 pm, 6 to 11 pm; Friday, 12 to 3 pm, 6 to 11 pm; Saturday, 12 to 3 pm, 6 to 11 pm; Sunday, 12 to 3 pm, 6 to 11 pm; Monday, 6 to 11 pm; Tuesday, 6 to 11 pm. Hide open hours for the week"
1037,"Had the set lunch with Beef tagliatelle. It was wonderful at first bite. Pasta was very fresh which really elevated the dish overall. However, as you progress along the pasta flavour felt a little flat as it cools down. Dessert (Sicilian Cannolo) has a shell which was fried a little tad too oily for my liking. Service was great and it is wonderful. Perhaps it was the set lunch menu and the food just felt a little underwhelming. Will be back to try the full menu to give it a fairer review then.",Pasta Bar,4.2,Italian restaurant,"Wednesday, 6 to 11 pm; Thursday, 12 to 3 pm, 6 to 11 pm; Friday, 12 to 3 pm, 6 to 11 pm; Saturday, 12 to 3 pm, 6 to 11 pm; Sunday, 12 to 3 pm, 6 to 11 pm; Monday, 6 to 11 pm; Tuesday, 6 to 11 pm. Hide open hours for the week"
1038,"Fantastic 5 star restaurant. Needless to say, food, service very deserving of 5 stars. Was pretty entertained sitting at the bar watching them cook and plate the dishes.",Pasta Bar,4.2,Italian restaurant,"Wednesday, 6 to 11 pm; Thursday, 12 to 3 pm, 6 to 11 pm; Friday, 12 to 3 pm, 6 to 11 pm; Saturday, 12 to 3 pm, 6 to 11 pm; Sunday, 12 to 3 pm, 6 to 11 pm; Monday, 6 to 11 pm; Tuesday, 6 to 11 pm. Hide open hours for the week"
1039,"I’ll split this review into three parts: 1. Food 2. Service 3. Hygiene  Food - the scallops were very tasty and well seasoned, but just a tad cold by the time it reached our table. That being said, it was still the best dish of the night. The broccolini was simple, fragrant and crunchy; not much to complain about. The pasta was however, honestly quite disappointing. Despite the name, the pastas did not have enough shine to be the main star of the night. We had the Rigatoni alla Norma and the Prawn Spaghetti alla Chiatarra. The rigatoni was still a teeny bit raw, but the eggplant with the sauce was good. The prawn spaghetti was unfortunately too salty, and the sauce just seemed like a random mish mash with no distinctive layers.  Service - the service was great, which is why i still gave this two stars  Hygiene - the chefs had their masks down, which is fine given that they are working in a kitchen, but one of the chefs did not even wear gloves, and was coughing and sneezing without covering his mouth/nose, and used the same hand to season the food he cooks. To me that’s quite a turn off even if the food is really good",Pasta Bar,4.2,Italian restaurant,"Wednesday, 6 to 11 pm; Thursday, 12 to 3 pm, 6 to 11 pm; Friday, 12 to 3 pm, 6 to 11 pm; Saturday, 12 to 3 pm, 6 to 11 pm; Sunday, 12 to 3 pm, 6 to 11 pm; Monday, 6 to 11 pm; Tuesday, 6 to 11 pm. Hide open hours for the week"
1040,"I had the experience menu on Monday 27th February 2023.  It is very convenient to get to, a short walk from Outram mrt. When we arrived, we were greeted by the friendly and welcoming staff.  We had 3 appetisers to start with, everyone of them immaculately crafted by the chefs and bringing a big punch of flavour. If it wasn't for the fact that I had 4 more pastas coming up, I would have asked for seconds.  For the pastas we were given 4 different pasta that all brought their own unique flavours. I never thought that pasta could come with such different dimensions of flavours. The pasta was al Dante, texture was perfect.  My favourite had to be the cheese wheel pasta with pork cheek. Anyway there are 26 different pastas from the menu to choose from and I can't wait to try them all.  The dessert was a DIY canollo set that came with prosecco and lemnocelli sorbet to add a refreshing finish to it. Reservations are necessary as seats are hard to come by.",Pasta Bar,4.2,Italian restaurant,"Wednesday, 6 to 11 pm; Thursday, 12 to 3 pm, 6 to 11 pm; Friday, 12 to 3 pm, 6 to 11 pm; Saturday, 12 to 3 pm, 6 to 11 pm; Sunday, 12 to 3 pm, 6 to 11 pm; Monday, 6 to 11 pm; Tuesday, 6 to 11 pm. Hide open hours for the week"
1041,Lobster Linguine had one of the worst mushy after taste.  Duck Agnolotti portion was small and there wasn’t really any duck aroma. Portion was small.  Only saving grace was the carbonara but that’s the basic standard that an Italian restaurant has to uphold.  Do not recommend. This price point there are much better restaurant out there.,Pasta Bar,4.2,Italian restaurant,"Wednesday, 6 to 11 pm; Thursday, 12 to 3 pm, 6 to 11 pm; Friday, 12 to 3 pm, 6 to 11 pm; Saturday, 12 to 3 pm, 6 to 11 pm; Sunday, 12 to 3 pm, 6 to 11 pm; Monday, 6 to 11 pm; Tuesday, 6 to 11 pm. Hide open hours for the week"
1042,"Would not recommend the truffle fettuccini as it was average tasting and quite pricey. Prawn spaghetti was better but not as mind-blowing as the pastas (uni and ragu) we had during our previous visits. Cannoli (dessert) was also disappointing.. not sure if standard dropped or we simply ordered the wrong things. Also, food looks better irl than photos cos it was dark",Pasta Bar,4.2,Italian restaurant,"Wednesday, 6 to 11 pm; Thursday, 12 to 3 pm, 6 to 11 pm; Friday, 12 to 3 pm, 6 to 11 pm; Saturday, 12 to 3 pm, 6 to 11 pm; Sunday, 12 to 3 pm, 6 to 11 pm; Monday, 6 to 11 pm; Tuesday, 6 to 11 pm. Hide open hours for the week"
1043,"Came here during Christmas, we made our reservations like two months before we came here. Was strange because it was not so crowded around Keong Saik Road, possibly all Singaporean families decided to stay at home due to rising cost and defaulted menu(means restaurant usually give u a Christmas menu to choose from). But this pasta bar is not doing that, which makes me happy.  Service is delightful, it was full-house. Chef even offered us to help get us a photo.  The pasta is al-dente. Uni is fresh, pasta texture is good, creamy with umami flavour. We also like the ravioli, and the grilled octopus. House pour is also good it goes along with the food. Seafood must go with White wines although you can also order red.  Price is steep because of the premium ingredients as expected.  You can chill at this bar and get entertained by the chefs cooking in the kitchen. It sort of become another entertainment besides speaking to your partner. Will come again to try other dishes.",Pasta Bar,4.2,Italian restaurant,"Wednesday, 6 to 11 pm; Thursday, 12 to 3 pm, 6 to 11 pm; Friday, 12 to 3 pm, 6 to 11 pm; Saturday, 12 to 3 pm, 6 to 11 pm; Sunday, 12 to 3 pm, 6 to 11 pm; Monday, 6 to 11 pm; Tuesday, 6 to 11 pm. Hide open hours for the week"
1044,"The food and service at Pasta Bar are top-notch.  I was seated in front of the open kitchen where I could observe the chefs whip up the pasta dishes. When my server noticed that my bag was a little too bulky, she offered to shift it to another chair. I was also rather impressed that for the still water, a choice of citrus garnish (orange, lemon, lime or grapefruit) is offered. As I was celebrating a friend's birthday, they gifted my friend a bag of fresh pasta, and I thought this was a nice gesture.  For starters, I got the pan seared Hokkaido scallops ($34). The scallops were so juicy and went well with the sweet corn puree. The parma ham was also very crispy and its flavours contrasted well with the crunchy celeraic slaw. This is one dish with various flavours and textures that keeps you coming back for more.  For my main, I got the Ciriole Carbonara ($34). The pasta was cooked al dente. The guanciale was fried till it was crispy which gave it a nice crunch. Unfortunately I found the guanciale a little too salty.  But overall, I loved that this is one of the few places where you can get authentic carbonara.  As a side, I got the grilled asparagus ($16). The stalks of asparagus were so tender. The bits of hazelnuts also added a nice crunch to the dish. But the star of the show was the garlic and anchovies puree atop the asparagus, which provided a good umami dimension to the dish.",Pasta Bar,4.2,Italian restaurant,"Wednesday, 6 to 11 pm; Thursday, 12 to 3 pm, 6 to 11 pm; Friday, 12 to 3 pm, 6 to 11 pm; Saturday, 12 to 3 pm, 6 to 11 pm; Sunday, 12 to 3 pm, 6 to 11 pm; Monday, 6 to 11 pm; Tuesday, 6 to 11 pm. Hide open hours for the week"
